,City,State,Shape,Duration,Summary,Posted,Date,Time,region_cat,time_cat
10573,Huntsville,AL,Triangle,420,"large triangular object near UAH in Huntsville, Al moving very slowly with no sound",8/7/2007,2007-04-05,19:00:00,south,evening
10574,Memphis,TN,Triangle,2700,At aprox. 8:20pm I saw a craft in the sky slowly moving from the east to the west. The craft stoped and rotated and other lights were v,4/27/2007,2007-04-01,20:30:00,south,evening
10575,Sugar Notch,PA,Triangle,60,3 Light Triangle / Wyoming Valley / Eastward,6/12/2007,2007-03-30,21:30:00,northeast,evening
10576,Kalamazoo,MI,Triangle,120,"Large triangular craft, no lights or sound, spotted at low altitude.",4/27/2007,2007-03-30,21:30:00,midwest,evening
10577,San Francisco,CA,Triangle,3,"One triangular, or arc shaped illuminated object moving arbitrarily south to north.",4/27/2007,2007-03-27,23:01:00,west,evening
10578,Antioch,CA,Triangle,360,"I saw a flash of light, the object moved erradically in one area, stabilized itself, then I saw another moving erradically",4/27/2007,2007-03-27,23:01:00,west,evening
10579,Southgate,MI,Triangle,12,UFO with one orange light followed by 2 red lights,4/27/2007,2007-03-25,22:45:00,midwest,evening
10580,Las Cruces,NM,Triangle,1200,Triangular UFO with tentacles.,4/27/2007,2007-03-25,15:10:00,west,afternoon
10581,Jacksonville,FL,Triangle,60,The triangle strikes again,4/27/2007,2007-03-25,0:00:00,south,night
10582,Broadview Heights,OH,Triangle,300,Large black triangle observed close up flying away then reaapearing soon after.,4/27/2007,2007-03-21,9:45:00,midwest,morning
10583,Colorado Springs,CO,Triangle,86400,"Air Force fired projectiles of some sort at alien craft and hit them directly, causing all of the craft fired upon to hit the ground.",4/27/2007,2007-03-19,11:22:00,west,morning
10584,Philadelphia,PA,Triangle,300,I observed a triangular craft that had three bright white lights on each tip and a large red light in the center. it was very close an,4/27/2007,2007-03-18,1:00:00,northeast,night
10585,Edgewood,NM,Triangle,180,Triagular object,4/27/2007,2007-03-17,14:45:00,west,afternoon
10586,Mishawaka,IN,Triangle,120,"March 17, 2007 - Mishawaka, Indiana Approx 6:30am 3/17/07 I saw a red light reflection on the top of my large picture window. I then",4/27/2007,2007-03-17,6:30:00,midwest,morning
10587,Pasco (Walla Walla/Franklin county line),WA,Triangle,20,ufo,4/27/2007,2007-03-16,23:43:00,west,evening
10588,Yakima/union gap,WA,Triangle,180,"triangle shape craft going up and down above house and tree's, about 60mph.",4/27/2007,2007-03-16,13:30:00,west,afternoon
10589,Springfield,MO,Triangle,4,"MISSOURI INVESTIGATORS GROUP Report: Man witnesses a ""triangle box-shaped"" object fly over prison area.",6/12/2008,2007-03-15,19:30:00,midwest,evening
10590,Lawrence,KS,Triangle,15,Two Isosceles Triangluar-shaped craft gliding effortlessly.,4/27/2007,2007-03-14,2:50:00,midwest,night
10592,Philadelphia,PA,Triangle,20,Object(s) over Philadelphia,4/27/2007,2007-03-13,19:12:00,northeast,evening
10593,Las Vegas,NV,Triangle,600,Two crafts flying from Area 51 towards Nellis Air Force Base within 5 minutes of each other.,4/27/2007,2007-03-13,1:20:00,west,night
10594,Arroyo Grande,CA,Triangle,7200,"triangular shape with colorful lights hovering above oceano dunes, oceano, california",4/27/2007,2007-03-12,1:00:00,west,night
10595,St. Charles,IL,Triangle,4,"Large arrowhead object with white lights around perimeter, flew over my hot tub.",4/27/2007,2007-03-10,20:00:00,midwest,evening
10596,DeWitt,IA,Triangle,600,object was traveling from South to North directly over town at a constant speed.,4/27/2007,2007-03-10,18:20:00,midwest,evening
10597,Jacksonville,FL,Triangle,2700,A triangle with bright white lights at each point and red flickering light in the middle. Lasted about 40min.,4/27/2007,2007-03-10,2:00:00,south,night
10598,Orlando,FL,Triangle,120,"Bright Orange, blazing traingular object/light moving upward at an angle Orlando FL; 3/8/07, 2215hrs.",4/27/2007,2007-03-08,22:15:00,south,evening
10599,Modesto,CA,Triangle,10,Couldn't believe what I was seeing!,4/27/2007,2007-03-08,13:00:00,west,afternoon
10600,Ellensburg,WA,Triangle,30,Triangle/Boomerang shape over Ellensburg--University Way area,3/8/2007,2007-03-07,22:15:00,west,evening
10601,Clinton (outside of),MO,Triangle,180,Set of triangular lights near Whiteman Air Force Base.,3/8/2007,2007-03-07,0:45:00,midwest,night
10602,Redwood City,CA,Triangle,900,I INSISTED I WAS SEEING SOMETHING BEYOND EXISTENCE.................,10/8/2007,2007-03-03,21:00:00,west,evening
10603,St. Charles,MO,Triangle,180,Saint Charles sighting on highway 94,6/12/2007,2007-03-01,12:00:00,midwest,afternoon
10604,Madison,AL,Triangle,720,Two Triangular Craft over Madison Alabama,3/8/2007,2007-02-28,20:00:00,south,evening
10605,Marana,AZ,Triangle,120,3 bright lights form triangle over Marana,3/8/2007,2007-02-28,20:00:00,west,evening
10606,Athens,AL,Triangle,120,"2 Triangular aircraft in Athens, AL",8/7/2007,2007-02-28,18:00:00,south,evening
10607,Kentwood (just north of),LA,Triangle,60,Triangle shaped UFO sighted near two 18 wheeler accidents!,3/8/2007,2007-02-28,3:30:00,south,night
10608,Santa Rosa,CA,Triangle,720,Threee red-orange lights on a ridge overlooking the Sanat Rosa valley,4/27/2007,2007-02-27,5:10:00,west,night
10609,in flight,AZ,Triangle,3,Orange triangle viewed by passenger from flight over Arizona desert,4/27/2007,2007-02-26,15:00:00,west,afternoon
10610,Berlin,CT,Triangle,120,bright light in the sky,3/8/2007,2007-02-24,21:00:00,northeast,evening
10611,Fort Lauderdale,FL,Triangle,4,Very dim v shape object travelinf sw fast across the sky in Ft Lauderdale 2/22/07 8:25pm,3/8/2007,2007-02-22,20:25:00,south,evening
10612,Greenville,SC,Triangle,240,"My daughters and I saw the triangular ufo on February 22 around 7:30 pm, in Greenville SC. It was hard to tell how big it was, but it",4/27/2007,2007-02-22,19:30:00,south,evening
10613,Hermitage,TN,Triangle,40,On Feb.22 around 7:45 that evening a friend was leaving.We had just stepped out the back door.Having a few telescopes and amature astro,3/8/2007,2007-02-22,8:00:00,south,morning
10614,Gridley,IL,Triangle,180,Triangle Ship spotted in Gridley Illinois with red and white sparkling lights,3/8/2007,2007-02-21,21:00:00,midwest,evening
10615,Mequon,WI,Triangle,60,3 triangular shaped white circles with no propulsion on the back.,2/24/2007,2007-02-20,19:15:00,midwest,evening
10616,Harrah,OK,Triangle,120,Unsual aircraft with bright light and almost no engine noise.,4/27/2007,2007-02-20,19:00:00,south,evening
10617,Cleveland,OH,Triangle,180,"Triangular craft over Burke Lakefront Airport Cleveland. White lights on the sides, red light shimmering in the middle-bottom.",2/24/2007,2007-02-17,2:52:00,midwest,night
10618,Lexington,KY,Triangle,120,"Huge black triangle heading north low and slow over Lexington, Kentucky",4/27/2007,2007-02-16,21:51:00,south,evening
10619,Marquette,KS,Triangle,120,Bright yellow lights formed a triangle,4/27/2007,2007-02-15,20:00:00,midwest,evening
10620,Salem,MO,Triangle,120,Daytime white triangle shaped object in the sky.,2/24/2007,2007-02-15,17:05:00,midwest,afternoon
10621,Kansas City,KS,Triangle,300,"A large, triangular object with two banks of very large, bright white lights on the front two sides, hovering motionless near I-435.",2/24/2007,2007-02-14,0:45:00,midwest,night
10622,Edmonds,WA,Triangle,60,"A triangle craft spotted in Edmonds washington.

 500 Lights On Object0: Yes",2/24/2007,2007-02-13,22:00:00,west,evening
10623,Fort Wayne,IN,Triangle,420,Dark Triangular shaped 1 blue/white light aft of center of ship,2/24/2007,2007-02-09,4:45:00,midwest,night
10624,Shinnston,WV,Triangle,300,Black Triangle with lights and no sound.,3/31/2008,2007-02-07,22:07:00,south,evening
10625,Johnstown,PA,Triangle,300,"Blue colored lights forming a triangle, they faded out slowly, one in the right side first, then one on left, followed by the top light",2/24/2007,2007-02-07,3:00:00,northeast,night
10626,Prescott Valley,AZ,Triangle,600,"Are the Phoenix Lights returning? Local sighting near Prescott Valley, AZ ((NUFORC Note: Probably military flares. PD))",2/24/2007,2007-02-06,21:00:00,west,evening
10627,Tempe,AZ,Triangle,1800,"Fast flying triangle shaped object with blinking lights over South Phoenix, and Tempe, AZ. ((NUFORC Note: Probably flares. PD))",2/24/2007,2007-02-06,21:00:00,west,evening
10628,Chandler,AZ,Triangle,180,"Lights similar to the Phoenix Lights sighted in SW Chandler, AZ. ((NUFORC Note: Possibly flares over Gila Bend Firing Range. PD))",2/24/2007,2007-02-06,20:05:00,west,evening
10629,Columbus,OH,Triangle,180,"We were traveling east on Broad Street, east of I-270 when we saw a large black triangular shaped craft heading west very slowly toward",2/24/2007,2007-02-03,21:00:00,midwest,evening
10630,Hastings,MI,Triangle,600,Strange Triangular UFO,11/28/2007,2007-02-01,23:00:00,midwest,evening
10631,Sanford,MI,Triangle,30,"Low flying triangle with 3 dull white lights in corners and a 4th larger dull white light in the center, viewed for less than 1 minute",2/24/2007,2007-02-01,20:45:00,midwest,evening
10632,Bowdoinham,ME,Triangle,30,"An eqilateral triangle, lit at the tips, hovering just off I95 between Brunswick, and Bodoinham ME at approximately 6:45pm.",2/24/2007,2007-02-01,18:45:00,northeast,evening
10633,Independence,OH,Triangle,45,"Huge dark triangle-shaped craft 100 yards wide, 3 white non-blinking lights (1 at each point) gliding silently from south to north.",1/10/2009,2007-02-01,2:00:00,midwest,night
10634,Martinez,GA,Triangle,180,"Martinez GA 3 minuites a changing color triangle hovering over martinez,ga with 3 lights",2/24/2007,2007-01-31,19:00:00,south,evening
10635,Burlington,IA,Triangle,720,Three bright lights in the form of a triangle with pin point lights emitted at corners.,2/1/2007,2007-01-31,1:45:00,midwest,night
10636,Salem,OR,Triangle,600,"A triangle shape of 3 rapidly flashing blue-white lights moving slowly over downtown Salem, OR",2/1/2007,2007-01-27,18:50:00,west,evening
10637,Enola,PA,Triangle,600,Triangle craft with rotating becaon seen twice in 10 mins,2/1/2007,2007-01-27,7:15:00,northeast,morning
10638,Nashville,TN,Triangle,20,two trangular space craft with two lights on all sides seen in Nashville Tn.,2/1/2007,2007-01-25,21:30:00,south,evening
10639,Ashford,WA,Triangle,3600,white/clear triangle Mt. Rainier hovered over my cabin burned the needles/cones off a fir tree 70' off ground missing time 500,4/27/2007,2007-01-25,13:30:00,west,afternoon
10640,Fort Worth,TX,Triangle,1800,I saw a dark object that at times had a triangular appearance. No noise was detected and there were no lights at all.,2/1/2007,2007-01-24,17:00:00,south,afternoon
10641,Spokane,WA,Triangle,60,"On January 24, 2007 approximately 4:48 PM, a series of 8 silent UFO's, one sperical and seven elongated triangles flew over Spokane",6/12/2008,2007-01-24,16:48:00,west,afternoon
10642,Spokane,WA,Triangle,60,"January 24, 2007, flying West to East over Spokane, WA, 7 elongated triangles following a bright sphere flew over with no sound.",6/12/2008,2007-01-24,16:48:00,west,afternoon
10643,Tacoma,WA,Triangle,120,"((NUFORC Note: Vessel on surface. PD)) Photographed triangular obj. moving slowly 30'-50' over Tacoma Narrows, heading N, 2min dur.",2/1/2007,2007-01-24,11:46:00,west,morning
10644,Dover,DE,Triangle,300,"Silent, triangular craft hovering over a field within one mile of airforce base",2/1/2007,2007-01-23,22:30:00,south,evening
10645,Hoover,AL,Triangle,120,"Triangle shaped, white lights on the side, red light in middle. hovered over trees for a couple min.",10/8/2007,2007-01-23,21:00:00,south,evening
10646,Franklin,VA,Triangle,300,Three big orange lights in triangle formation,2/1/2007,2007-01-23,19:40:00,south,evening
10647,Baltimore,MD,Triangle,60,Silver dots in triangle shape at noon on Saturday,2/1/2007,2007-01-23,12:00:00,south,afternoon
10648,Jordan,MN,Triangle,20,Large lights,8/14/2007,2007-01-20,21:01:00,midwest,evening
10650,LaPorte,IN,Triangle,300,2 triangular shaped crafts hovering low with bright lights.,2/1/2007,2007-01-20,18:48:00,midwest,evening
10651,Eureka,CA,Triangle,180,"Single silent V-shaped ufo seen in southern sky over Eureka, Ca. at about 8pm on Jan. 20, 2007.",2/1/2007,2007-01-20,10:00:00,west,morning
10652,Collierville,TN,Triangle,60,"flying triangle one blue light in the front and two red lights in each corner, made no sound",2/1/2007,2007-01-19,23:10:00,south,evening
10653,Springfield,MO,Triangle,300,low flying triangle over springfield,2/24/2007,2007-01-19,20:00:00,midwest,evening
10654,Dallas,TX,Triangle,10,A triangular craft with three bright white lights on the front and two red bright lights on the back in the night sky.,2/1/2007,2007-01-18,21:25:00,south,evening
10655,West Chester,PA,Triangle,30,"Triangle shaped, very large, silent, with about 12 to 14 grey divits on the outer edge that reflected what little light there was",2/1/2007,2007-01-17,19:32:00,northeast,evening
10656,High Point,NC,Triangle,300,Driving under a strange hovering craft looking like a triangle plane.,2/1/2007,2007-01-16,18:30:00,south,evening
10657,Cocoa Beach/Cape Canaveral,FL,Triangle,5,Glowing bluish/green large (same size as a jet but much wider) triangular shaped vehilce flying to the west sky in Cocoa Beach Florida,2/1/2007,2007-01-15,20:00:00,south,evening
10658,Navarre,FL,Triangle,5,Nighttime one second observation of low level black silent triangle with lights over Gulf coast,2/1/2007,2007-01-14,21:50:00,south,evening
10659,Stockton,CA,Triangle,10,"""V"" shaped object with white or blue lights on the rear of the wings, traveling across the night sky",2/1/2007,2007-01-13,19:30:00,west,evening
10660,Inverness,IL,Triangle,60,Triangular shaped object see over Rt.14 - Rt. 68 in Inverness Illinois.,2/1/2007,2007-01-10,22:01:00,midwest,evening
10661,El Dorado,KS,Triangle,30,"We saw the same object coming home from the grocery store, triangular lights that hovered just below the treeline.",2/1/2007,2007-01-09,19:30:00,midwest,evening
10662,San Bernardino,CA,Triangle,3600,"very bright white triangler. ((NUFORC Note: We suspect a sighting of one, or more, celestial bodies. PD))",2/1/2007,2007-01-05,20:00:00,west,evening
10663,Carpendale,WV,Triangle,20,I was especially surprised at how fast it was moving,2/1/2007,2007-01-02,14:00:00,south,afternoon
10664,Michigan City,IN,Triangle,5,Cluster of large triangle lights drops from the sky,2/1/2007,2006-12-29,20:00:00,midwest,evening
10665,Lafayette,LA,Triangle,5,Dark fast-moving triangular object,2/1/2007,2006-12-26,21:41:00,south,evening
10666,Berlin,CT,Triangle,180,Two orange lights swirled around eachother and flew off side by side to the north northeast.,2/1/2007,2006-12-24,17:30:00,northeast,afternoon
10667,Drummond Island,MI,Triangle,1800,"((HOAX??)) As me and my 2 friends were looking at the stars we see a triangular shaped craft fly above our heads fast, and silent.",2/1/2007,2006-12-24,10:00:00,midwest,morning
10668,Torrington,CT,Triangle,240,Bright triangle object drops flares out of the sky to the earth,2/1/2007,2006-12-24,0:00:00,northeast,night
